##NAMES=Vivianite
##RRUFFID=R050464
##IDEAL CHEMISTRY=Fe^2+^_3_(PO_4_)_2_&#183;8H_2_O
##LOCALITY=Siglo XX mine, Llallagua, Potosi, Bolivia
##OWNER=RRUFF
##SOURCE=University of Arizona Mineral Museum
##DESCRIPTION=Bluish green elongated prismatic crystals
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R050464
##MEASURED CHEMISTRY=Fe^2+^_3.00_(P_1.00_O_4_)_2_·8H_2_O
86.91748, 19.37040
88.84595, 19.66634
90.77441, 20.08706
92.70288, 21.50781
94.63135, 22.80766
96.55981, 25.53581
98.48828, 31.03995
100.4167, 39.92310
102.3452, 51.47814
104.2737, 65.31824
106.2021, 81.09007
108.1306, 100.5574
110.0591, 122.0853
111.9875, 147.2096
113.9160, 183.0042
115.8445, 234.1228
117.7729, 291.5202
119.7014, 354.3964
121.6299, 425.6403
123.5583, 488.5742
125.4868, 538.3867
127.4153, 576.3630
129.3438, 612.3275
131.2722, 625.9084
133.2007, 622.8948
135.1292, 623.4008
137.0576, 629.9402
138.9861, 635.4673
140.9146, 639.6080
142.8430, 642.7103
144.7715, 645.2704
146.7000, 642.4073
148.6284, 642.6666
150.5569, 651.4229
152.4854, 667.8901
154.4138, 691.1578
156.3423, 726.6628
158.2708, 771.1820
160.1992, 807.4574
162.1277, 833.6732
164.0562, 853.5775
165.9846, 868.2012
167.9131, 876.1664
169.8416, 884.1312
171.7700, 890.8163
173.6985, 895.0795
175.6270, 912.4183
177.5554, 934.0461
179.4839, 974.2346
181.4124, 1038.305
183.3408, 1132.046
185.2693, 1244.237
187.1978, 1383.839
189.1262, 1550.299
191.0547, 1694.370
192.9832, 1828.245
194.9116, 1928.147
196.8401, 1973.542
198.7686, 1935.325
200.6970, 1870.453
202.6255, 1762.270
204.5540, 1618.743
206.4824, 1492.861
208.4109, 1387.656
210.3394, 1303.298
212.2678, 1250.332
214.1963, 1227.998
216.1248, 1231.376
218.0532, 1266.388
219.9817, 1330.779
221.9102, 1400.212
223.8386, 1490.612
225.7671, 1576.327
227.6956, 1632.679
229.6240, 1660.135
231.5525, 1665.304
233.4810, 1652.007
235.4094, 1618.906
237.3379, 1565.049
239.2664, 1483.695
241.1948, 1389.589
243.1233, 1288.635
245.0518, 1173.240
246.9802, 1066.562
248.9087, 972.9359
250.8372, 891.6168
252.7656, 820.1742
254.6941, 760.3515
256.6226, 711.6616
258.5510, 671.8743
260.4795, 643.3575
262.4080, 621.9672
264.3364, 611.1001
266.2649, 607.2496
268.1934, 602.4350
270.1218, 597.5563
272.0503, 589.6212
273.9788, 576.6014
275.9072, 557.9352
277.8357, 537.2451
279.7642, 512.9852
281.6926, 486.6278
283.6211, 461.3752
285.5496, 434.4460
287.4780, 411.6769
289.4065, 395.5057
291.3350, 385.4750
293.2634, 380.4426
295.1919, 384.1253
297.1204, 391.5641
299.0488, 399.5815
300.9773, 409.9578
302.9058, 417.9891
304.8342, 421.2840
306.7627, 420.6870
308.6912, 415.3827
310.6196, 400.9487
312.5481, 383.8866
314.4766, 367.6381
316.4050, 352.0451
318.3335, 337.4265
320.2620, 325.1498
322.1904, 315.2366
324.1189, 307.9503
326.0474, 302.6397
327.9758, 300.1181
329.9043, 301.6661
331.8328, 306.7623
333.7612, 312.8524
335.6897, 320.9247
337.6182, 328.8758
339.5467, 334.6004
341.4751, 339.0042
343.4036, 339.9276
345.3321, 334.4196
347.2605, 323.7814
349.1890, 311.8776
351.1175, 297.5314
353.0459, 281.6010
354.9744, 266.0139
356.9029, 251.1068
358.8313, 237.5030
360.7598, 225.1794
362.6883, 214.4762
364.6167, 206.2586
366.5452, 201.6158
368.4737, 197.8190
370.4021, 193.9550
372.3306, 190.0893
374.2591, 187.2202
376.1875, 185.6671
378.1160, 184.9043
380.0445, 184.7300
381.9729, 185.1858
383.9014, 186.0054
385.8299, 186.5356
387.7583, 186.9541
389.6868, 188.0251
391.6153, 190.5879
393.5437, 193.4760
395.4722, 196.6176
397.4007, 200.1743
399.3291, 204.5662
401.2576, 209.8399
403.1861, 215.4515
405.1145, 221.1140
407.0430, 226.2712
408.9715, 233.1981
410.8999, 241.7102
412.8284, 251.4328
414.7569, 262.0858
416.6853, 273.3676
418.6138, 286.1249
420.5423, 300.9383
422.4707, 318.1836
424.3992, 337.6703
426.3277, 360.3680
428.2561, 384.8591
430.1846, 410.1123
432.1131, 435.1612
434.0415, 463.9673
435.9700, 495.9474
437.8985, 533.2885
439.8269, 577.4453
441.7554, 630.4650
443.6839, 689.0043
445.6123, 753.6274
447.5408, 824.4059
449.4693, 885.7541
451.3977, 941.0695
453.3262, 980.5024
455.2547, 997.2916
457.1831, 983.8915
459.1116, 952.7091
461.0401, 905.0423
462.9685, 845.8881
464.8970, 781.3195
466.8255, 716.6188
468.7539, 656.8575
470.6824, 605.5070
472.6109, 563.4931
474.5393, 530.3575
476.4678, 505.1403
478.3963, 486.4623
480.3247, 475.0078
482.2532, 469.3856
484.1817, 468.1925
486.1101, 469.2476
488.0386, 472.9525
489.9671, 480.4155
491.8955, 493.4545
493.8240, 510.9386
495.7525, 532.4406
497.6809, 557.5380
499.6094, 586.2573
501.5379, 620.2676
503.4663, 657.4717
505.3948, 697.5372
507.3233, 740.4826
509.2517, 785.4716
511.1802, 831.9816
513.1086, 880.4769
515.0371, 931.2189
516.9656, 985.1953
518.8940, 1037.848
520.8225, 1088.942
522.7510, 1137.231
524.6794, 1183.184
526.6079, 1226.160
528.5364, 1263.770
530.4648, 1294.206
532.3933, 1316.922
534.3218, 1332.180
536.2502, 1343.375
538.1787, 1348.938
540.1072, 1348.389
542.0356, 1340.349
543.9641, 1322.800
545.8926, 1293.639
547.8210, 1258.163
549.7495, 1216.159
551.6780, 1166.691
553.6064, 1121.614
555.5349, 1080.946
557.4634, 1049.527
559.3918, 1028.861
561.3203, 1024.666
563.2488, 1020.196
565.1772, 1014.853
567.1057, 1004.880
569.0342, 990.6141
570.9626, 964.9528
572.8911, 927.6911
574.8196, 875.9061
576.7480, 813.9034
578.6765, 746.8041
580.6050, 678.0128
582.5335, 616.6989
584.4620, 565.2202
586.3904, 524.8812
588.3189, 492.6762
590.2474, 467.8937
592.1758, 448.0003
594.1043, 433.0447
596.0328, 423.7464
597.9612, 416.2498
599.8897, 409.6854
601.8182, 404.3925
603.7466, 401.6547
605.6751, 401.2718
607.6036, 401.3737
609.5320, 401.3979
611.4605, 401.8749
613.3890, 403.8847
615.3174, 407.7853
617.2459, 410.2294
619.1744, 410.2351
621.1028, 408.9534
623.0313, 407.3152
624.9598, 404.7393
626.8882, 400.9284
628.8167, 395.2047
630.7452, 388.9288
632.6736, 383.9406
634.6021, 380.9985
636.5306, 377.9795
638.4590, 373.9200
640.3875, 368.6019
642.3160, 363.6688
644.2444, 359.8992
646.1729, 357.0089
648.1014, 354.8379
650.0298, 352.9386
651.9583, 351.6100
653.8868, 350.8497
655.8152, 350.7838
657.7437, 351.5820
659.6722, 353.4751
661.6006, 355.3036
663.5291, 356.8331
665.4576, 358.5202
667.3860, 360.7547
669.3145, 363.3384
671.2430, 365.7797
673.1714, 368.1006
675.0999, 370.1835
677.0284, 371.7842
678.9568, 373.2001
680.8853, 375.0213
682.8138, 377.5372
684.7422, 379.9139
686.6707, 381.8876
688.5992, 383.5137
690.5276, 385.4789
692.4561, 388.5202
694.3846, 391.4391
696.3130, 392.6109
698.2415, 391.3008
700.1700, 390.8846
702.0984, 392.8198
704.0269, 395.2722
705.9554, 396.5221
707.8839, 395.9865
709.8123, 395.5620
711.7408, 395.3700
713.6693, 395.6700
715.5977, 396.8601
717.5262, 399.3950
719.4547, 401.5584
721.3831, 401.9459
723.3116, 401.8737
725.2401, 403.3564
727.1685, 407.6199
729.0970, 411.8309
731.0255, 415.1633
732.9539, 418.2297
734.8824, 422.4233
736.8109, 428.3436
738.7393, 433.5640
740.6678, 436.8988
742.5963, 439.1379
744.5247, 441.7467
746.4532, 444.8528
748.3817, 448.3042
750.3101, 452.4660
752.2386, 456.6173
754.1671, 459.9058
756.0955, 461.9687
758.0240, 464.0387
759.9525, 467.0792
761.8809, 470.6405
763.8094, 472.5872
765.7379, 471.9238
767.6663, 470.7380
769.5948, 468.6560
771.5233, 466.2641
773.4517, 465.7260
775.3802, 468.7503
777.3087, 470.7786
779.2371, 468.9179
781.1656, 463.8233
783.0941, 461.7079
785.0225, 464.8767
786.9510, 468.5057
788.8795, 470.9450
790.8079, 472.8575
792.7364, 476.2339
794.6649, 481.0457
